Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;5.29;7.31;6.30;7.03;5.62;6.03;7.04;9.56;6.54;3.07
Price/Earnings;—;—;—;27.90;35.13;28.24;35.01;38.86;28.70;33.88;34.31;33.98;25.84
Price/Cash Flow;—;—;—;16.92;20.18;16.48;20.28;16.11;17.62;21.25;25.78;18.64;17.36
Price/Book;—;—;—;3.62;4.49;3.98;4.63;4.24;4.72;5.56;7.50;4.76;4.27
Price/Forward Earnings;—;—;—;17.76;22.52;18.94;25.38;21.79;24.51;30.58;31.95;25.70;—
PEG Ratio;—;—;—;1.42;2.11;1.15;1.30;1.06;1.86;1.54;1.50;1.47;—
Earnings Yield %;—;—;—;3.58;2.85;3.54;2.86;2.57;3.48;2.95;2.91;3.08;—
Enterprise Value (Bil);—;—;—;302.59;460.63;459.95;633.28;621.13;813.71;1,077.00;1,593.32;756.39;—
Enterprise Value/EBIT;—;—;—;18.95;24.14;20.34;24.23;18.83;20.81;26.79;25.78;22.28;—
Enterprise Value/EBITDA;—;—;—;14.61;19.19;16.16;19.36;14.98;16.26;20.10;21.20;17.51;—
