Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.11;9.12;7.88;7.42;—;—;10.84;9.83;—;—;1.80;126.24;3.07
Price/Earnings;70.11;9.67;8.07;9.47;—;—;56.83;34.60;—;—;1.71;33.54;25.84
Price/Cash Flow;1.59;—;—;8.69;—;2.19;1.45;8.76;—;—;0.94;2.79;17.36
Price/Book;0.76;1.17;1.01;0.97;0.64;0.74;0.69;0.74;0.72;1.14;0.99;0.70;4.27
Price/Forward Earnings;8.14;17.15;6.64;—;6.26;—;—;—;—;—;—;—;—
PEG Ratio;0.54;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.43;10.34;12.39;10.56;-11.30;-8.54;1.76;2.89;-35.85;-15.18;58.65;-10.80;—
Enterprise Value (Mil);204.00;344.66;461.51;443.73;370.33;323.65;228.67;232.89;220.78;312.21;524.75;271.68;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;17.34;16.71;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;17.34;16.71;—
