Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.38;4.39;8.69;8.10;11.22;7.57;8.49;8.17;11.51;16.03;17.09;10.66;3.07
Price/Earnings;38.60;48.44;92.01;71.53;87.60;83.01;52.07;42.04;90.92;95.94;105.31;70.99;25.84
Price/Cash Flow;19.07;27.18;46.42;37.62;63.93;38.95;35.70;31.98;47.97;52.52;52.40;42.63;17.36
Price/Book;13.95;10.45;16.15;12.37;14.87;5.95;6.22;5.00;7.76;9.32;9.18;7.06;4.27
Price/Forward Earnings;30.77;32.36;57.14;46.08;48.78;36.50;42.02;34.36;50.25;74.63;68.97;50.00;—
PEG Ratio;1.76;2.16;3.82;3.07;—;—;—;3.43;3.70;5.50;3.50;—;—
Earnings Yield %;2.59;2.06;1.09;1.40;1.14;1.20;1.92;2.38;1.10;1.04;0.95;1.51;—
Enterprise Value (Bil);0.95;1.53;3.30;3.51;6.14;5.22;6.49;6.84;11.62;17.14;18.22;9.73;—
Enterprise Value/EBIT;21.84;27.03;52.33;39.09;54.39;45.09;42.66;43.83;77.42;100.80;102.82;63.33;—
Enterprise Value/EBITDA;17.59;22.07;43.28;33.61;47.91;32.36;31.65;31.68;52.17;68.31;70.09;44.35;—
