Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.78;1.62;1.94;2.12;1.61;1.68;2.06;1.72;1.98;2.60;5.32;2.00;3.07
Price/Earnings;117.63;72.77;41.56;48.17;26.42;37.59;44.04;9.94;19.33;—;23.24;24.55;25.84
Price/Cash Flow;13.22;12.78;16.26;20.28;13.66;15.21;16.11;24.65;19.99;—;18.23;18.28;17.36
Price/Book;1.30;1.30;1.63;1.92;1.55;1.85;2.40;1.83;2.43;2.25;2.80;2.04;4.27
Price/Forward Earnings;43.29;41.84;37.04;43.29;32.89;43.10;46.30;31.25;47.39;-60.98;—;46.39;—
PEG Ratio;5.09;2.68;1.89;1.84;3.39;2.18;2.80;1.62;4.07;—;—;2.92;—
Earnings Yield %;0.85;1.37;2.41;2.08;3.79;2.66;2.27;10.06;5.17;-2.55;-11.23;3.90;—
Enterprise Value (Bil);6.25;6.56;8.22;10.11;7.15;8.11;10.15;7.61;10.50;9.14;10.07;8.63;—
Enterprise Value/EBIT;54.79;39.74;24.67;25.79;14.65;24.06;24.46;5.91;14.96;—;16.32;15.30;—
Enterprise Value/EBITDA;15.35;12.66;12.13;13.44;8.87;11.96;13.06;4.65;10.16;52.86;54.98;11.27;—
