Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.17;0.16;0.30;0.43;0.54;0.54;0.55;0.32;0.24;0.21;0.31;0.36;3.01
Price/Earnings;30.80;18.66;16.56;14.29;3.22;25.10;8.39;9.91;18.97;—;14.45;14.79;25.53
Price/Cash Flow;—;3.29;5.48;26.93;4.69;6.43;7.81;3.84;4.54;2.30;2.88;4.65;17.03
Price/Book;3.48;—;13.09;4.13;2.11;1.74;1.59;0.99;0.75;0.89;1.55;1.19;4.19
Price/Forward Earnings;5.70;5.01;7.34;8.76;8.58;7.25;8.90;6.02;5.97;13.14;13.35;8.64;—
PEG Ratio;0.21;0.24;0.35;0.41;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.25;5.36;6.04;7.00;31.04;3.98;11.92;10.09;5.27;-66.91;-15.52;-6.66;—
Enterprise Value (Bil);7.92;6.69;10.46;12.80;13.03;13.11;13.53;10.36;10.27;9.01;10.53;10.92;—
Enterprise Value/EBIT;10.13;8.39;10.88;10.33;7.81;17.65;10.68;7.37;14.41;—;48.78;13.19;—
Enterprise Value/EBITDA;5.30;4.51;6.25;6.48;5.50;9.01;6.62;4.73;6.91;—;23.36;20.19;—
