Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.26;0.50;0.49;0.43;0.45;0.20;0.37;0.17;0.40;0.62;0.58;0.33;3.01
Price/Earnings;—;—;—;36.16;—;9.79;28.67;11.61;12.77;22.18;13.23;17.50;25.53
Price/Cash Flow;—;—;—;17.52;9.65;61.11;16.24;6.50;4.68;16.06;57.75;14.75;17.03
Price/Book;1.69;11.24;128.04;19.15;7.82;4.08;6.01;2.33;3.79;4.73;1.88;4.69;4.19
Price/Forward Earnings;-5.30;-17.12;-77.52;19.65;11.14;10.30;15.50;5.73;11.76;13.70;10.78;12.17;—
PEG Ratio;—;—;—;—;—;—;—;1.15;—;—;—;—;—
Earnings Yield %;-37.75;-10.22;-8.42;2.77;-0.81;10.21;3.49;8.62;7.83;4.51;7.56;6.76;—
Enterprise Value (Bil);0.31;0.77;1.00;0.99;3.14;3.16;4.30;3.06;4.56;6.31;11.47;4.45;—
Enterprise Value/EBIT;—;—;28.73;19.17;47.27;14.30;15.87;8.92;11.19;15.59;15.70;13.76;—
Enterprise Value/EBITDA;—;318.71;22.22;16.50;31.35;9.42;11.79;6.99;9.04;12.13;12.05;10.15;—
