Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.81;2.42;2.58;2.28;2.17;2.51;2.91;2.38;3.25;3.33;3.63;2.90;3.07
Price/Earnings;40.07;37.69;36.37;27.90;26.47;24.44;28.28;19.97;30.39;22.14;24.05;25.27;25.84
Price/Cash Flow;27.08;23.33;21.42;20.29;18.66;20.23;24.39;17.85;18.01;22.14;22.71;20.86;17.36
Price/Book;2.13;2.01;2.18;1.96;1.95;2.41;2.93;2.67;4.04;4.21;4.74;3.36;4.27
Price/Forward Earnings;26.46;26.18;26.11;21.23;22.17;20.08;21.98;14.47;—;—;—;21.04;—
PEG Ratio;1.49;1.75;1.74;2.12;2.22;2.01;4.40;2.89;—;—;—;2.87;—
Earnings Yield %;2.50;2.65;2.75;3.58;3.78;4.09;3.54;5.01;3.29;4.52;4.16;4.03;—
Enterprise Value (Bil);1.36;1.41;1.57;1.44;1.40;1.86;2.52;2.27;3.38;3.85;4.58;2.86;—
Enterprise Value/EBIT;19.02;22.52;22.42;14.90;13.68;13.64;17.01;12.69;20.48;15.83;16.93;16.27;—
Enterprise Value/EBITDA;14.84;15.77;16.07;11.55;10.79;11.41;13.88;10.57;16.53;13.62;14.74;14.21;—
