Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.28;1.39;1.60;1.38;1.26;3.36;2.91;2.08;2.13;1.51;3.37;2.35;3.07
Price/Earnings;9.20;13.75;14.77;10.60;—;—;—;17.93;12.57;—;17.75;13.49;25.84
Price/Cash Flow;2.50;5.42;4.79;3.50;3.60;13.85;6.92;4.23;3.82;3.02;7.86;5.86;17.36
Price/Book;1.23;1.19;1.30;0.94;0.44;0.77;1.22;0.98;0.88;0.48;1.02;0.86;4.27
Price/Forward Earnings;8.10;9.30;11.30;34.84;-13.32;-99.01;-100.00;40.98;24.57;-11.70;16.21;26.85;—
PEG Ratio;0.97;0.84;1.43;2.57;—;—;—;—;—;—;—;—;—
Earnings Yield %;10.86;7.27;6.77;9.44;-17.71;-12.25;-15.83;5.58;7.95;-21.59;-11.91;-6.38;—
Enterprise Value (Bil);21.01;27.89;30.95;24.76;14.50;19.99;19.08;15.68;15.15;10.05;15.20;15.57;—
Enterprise Value/EBIT;3.73;4.40;5.13;5.28;—;—;1,734.35;11.59;12.69;—;12.02;186.92;—
Enterprise Value/EBITDA;2.35;3.16;3.46;3.25;8.31;—;7.30;4.17;4.22;5.50;11.69;6.27;—
