Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;8.42;6.47;5.48;5.53;3.47;4.27;4.25;2.51;1.88;0.65;0.64;2.72;3.07
Price/Earnings;21.79;29.55;27.11;22.33;19.79;42.42;34.79;5.92;—;—;11.66;29.19;25.84
Price/Cash Flow;15.25;14.73;14.30;13.26;8.54;10.52;11.12;7.77;6.63;4.27;7.30;8.17;17.36
Price/Book;1.58;1.58;1.51;1.51;1.01;1.39;1.46;0.86;0.71;0.39;0.41;0.95;4.27
Price/Forward Earnings;21.98;22.17;21.51;18.38;—;—;-15.15;—;—;—;—;—;—
PEG Ratio;4.59;2.52;2.45;2.09;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.59;3.38;3.69;4.48;5.05;2.36;2.87;16.89;-7.70;-17.96;-21.62;-1.51;—
Enterprise Value (Bil);5.25;6.15;6.07;7.32;7.08;8.22;8.18;6.53;5.69;4.47;4.82;6.64;—
Enterprise Value/EBIT;21.97;24.27;22.50;25.86;22.75;30.87;27.60;10.82;174.45;238.54;471.29;67.33;—
Enterprise Value/EBITDA;15.20;15.51;14.26;16.02;12.93;14.87;14.13;7.38;17.57;15.26;17.32;13.46;—
