Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;6.88;6.54;7.75;8.46;3.24;2.40;2.10;0.87;0.87;0.99;2.82;1.50;3.01
Price/Earnings;10.01;14.77;17.64;20.02;20.72;22.50;—;—;—;—;—;68.25;25.53
Price/Cash Flow;20.23;9.87;10.29;17.12;6.26;6.45;10.17;4.45;6.56;87.43;29.94;15.29;17.03
Price/Book;0.85;0.85;1.05;1.07;0.76;0.81;0.85;0.37;0.54;1.47;3.17;0.94;4.19
Price/Forward Earnings;8.55;10.37;11.17;11.24;—;29.33;—;—;—;—;—;—;—
PEG Ratio;1.43;2.59;2.79;2.81;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.99;6.77;5.67;5.00;4.83;4.44;-0.65;-24.79;-67.58;-92.10;-45.48;-47.78;—
Enterprise Value (Bil);0.52;0.94;1.82;3.41;5.73;5.93;17.75;13.12;12.24;9.91;11.48;12.49;—
Enterprise Value/EBIT;12.62;11.97;14.71;16.67;16.95;12.33;25.32;130.09;—;—;-108.32;59.06;—
Enterprise Value/EBITDA;12.62;11.97;14.71;16.32;12.88;9.13;14.83;18.93;23.07;—;34.58;18.91;—
