Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.35;1.57;1.79;2.18;2.11;2.63;2.93;2.79;3.57;3.65;4.15;3.14;3.07
Price/Earnings;16.65;14.99;15.50;18.76;17.30;24.93;22.91;18.86;24.54;19.23;23.02;22.10;25.84
Price/Cash Flow;5.41;5.78;6.47;8.64;8.50;10.36;8.95;10.08;21.86;21.62;29.02;15.84;17.36
Price/Book;1.63;1.55;1.75;2.14;1.89;2.24;2.37;2.18;2.70;2.26;2.45;2.38;4.27
Price/Forward Earnings;14.90;12.03;12.52;18.38;16.47;18.94;20.28;18.69;22.88;19.96;21.83;20.55;—
PEG Ratio;2.56;1.91;1.93;2.83;3.02;2.41;4.81;2.83;3.78;3.54;3.27;3.43;—
Earnings Yield %;6.01;6.67;6.45;5.33;5.78;4.01;4.37;5.30;4.08;5.20;4.34;4.57;—
Enterprise Value (Bil);7.58;8.21;9.10;11.00;10.91;12.90;14.69;15.63;19.76;19.69;21.21;16.64;—
Enterprise Value/EBIT;14.00;13.99;15.10;17.14;16.57;21.27;20.32;19.17;22.89;21.40;25.43;21.18;—
Enterprise Value/EBITDA;8.81;8.42;9.03;10.22;9.81;12.54;12.57;11.73;13.84;12.98;14.46;12.83;—
