Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.24;0.18;0.21;0.17;0.14;0.24;0.23;0.13;0.27;0.58;0.51;0.29;1.76
Price/Earnings;—;9.25;7.43;—;—;—;—;—;—;—;—;55.42;17.62
Price/Cash Flow;—;12.17;7.96;9.32;77.92;5.48;—;4.12;—;8.80;13.41;10.85;9.46
Price/Book;0.80;0.57;0.72;0.59;0.43;0.44;0.48;0.30;0.65;1.31;1.00;0.62;2.05
Price/Forward Earnings;11.21;—;—;—;—;—;—;—;—;—;—;—;—
PEG Ratio;4.49;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-22.24;—;—;—;—;-46.53;-32.00;—;—;—;-1.68;-24.51;—
Enterprise Value (Mil);480.32;—;—;—;—;121.90;134.48;—;—;—;413.93;210.55;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;49.84;5.16;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;13.98;-6.96;—
