Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.57;6.81;9.84;7.76;7.81;4.30;3.71;3.11;5.42;7.01;3.66;4.84;3.07
Price/Earnings;18.87;6.89;13.91;11.00;17.32;51.30;10.64;6.23;15.68;23.68;7.15;19.29;25.84
Price/Cash Flow;6.03;0.62;2.08;3.79;4.35;—;—;—;—;—;—;16.84;17.36
Price/Book;2.30;1.93;2.81;1.83;1.26;1.20;1.49;1.23;1.70;2.19;2.66;1.62;4.27
Price/Forward Earnings;6.57;5.91;10.63;8.62;6.19;8.45;8.22;10.87;14.22;21.19;19.61;14.01;—
PEG Ratio;0.90;0.41;0.73;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.30;14.51;7.19;9.09;5.77;1.95;9.40;16.05;6.38;4.22;13.98;7.52;—
Enterprise Value (Bil);3.17;3.16;7.49;17.14;20.69;21.03;26.58;28.02;38.69;50.67;62.64;35.52;—
Enterprise Value/EBIT;0.87;0.39;1.22;2.02;4.08;8.23;7.89;5.63;10.99;15.14;4.00;16.25;—
Enterprise Value/EBITDA;0.87;0.39;1.22;2.02;4.08;8.23;7.89;5.63;10.99;15.14;4.00;16.25;—
