Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.50;3.06;3.06;3.70;2.61;2.95;3.88;2.97;5.25;8.47;7.25;4.55;3.07
Price/Earnings;14.63;12.07;14.11;17.11;11.42;13.94;18.37;13.24;24.70;40.45;30.71;21.04;25.84
Price/Cash Flow;10.11;8.88;9.74;11.32;7.50;9.68;13.97;10.19;19.67;28.83;23.68;15.85;17.36
Price/Book;4.93;3.92;4.05;5.77;4.89;4.75;6.42;6.96;14.23;34.16;33.11;12.74;4.27
Price/Forward Earnings;10.34;8.90;12.50;14.08;10.56;12.90;14.90;12.08;22.17;33.44;25.77;18.93;—
PEG Ratio;0.57;0.48;1.48;1.23;1.06;2.06;1.40;1.25;2.03;3.33;2.13;1.95;—
Earnings Yield %;6.83;8.28;7.09;5.84;8.76;7.17;5.44;7.55;4.05;2.47;3.26;5.25;—
Enterprise Value (Bil);351.57;459.88;477.15;653.34;606.47;628.84;902.38;794.26;1,295.13;2,253.77;2,342.52;1,168.14;—
Enterprise Value/EBIT;10.40;8.34;9.49;12.13;8.28;10.01;13.59;10.43;18.69;32.21;25.39;16.29;—
Enterprise Value/EBITDA;9.87;7.76;8.36;10.57;7.18;8.58;11.79;9.12;15.82;27.82;22.70;14.09;—
