Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.42;0.53;0.94;1.05;0.88;0.60;0.67;0.47;0.52;0.50;0.72;0.53;3.07
Price/Earnings;8.80;12.92;21.19;21.68;16.30;17.39;44.45;12.45;11.51;33.91;17.26;22.22;25.84
Price/Cash Flow;—;7.82;26.09;37.48;42.12;10.53;—;15.77;13.79;3.82;7.97;15.38;17.36
Price/Book;1.40;1.64;2.98;3.03;2.28;1.48;1.64;1.17;1.27;0.88;1.13;1.25;4.27
Price/Forward Earnings;7.86;11.29;19.61;24.04;16.64;17.30;—;—;—;10.56;13.26;—;—
PEG Ratio;0.49;0.65;1.12;1.37;—;—;—;—;—;—;—;—;—
Earnings Yield %;11.36;7.74;4.72;4.61;6.13;5.75;2.25;8.03;8.69;2.95;5.79;7.62;—
Enterprise Value (Bil);0.72;0.93;1.71;2.37;2.13;1.48;2.47;2.00;2.55;1.73;1.85;1.84;—
Enterprise Value/EBIT;7.34;10.12;13.68;14.57;10.22;11.65;22.34;9.54;10.78;19.80;10.48;13.06;—
Enterprise Value/EBITDA;6.86;9.20;12.44;13.05;9.17;9.43;16.73;8.04;9.26;13.64;8.71;10.08;—
