Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.89;2.17;2.59;1.88;1.29;2.29;3.85;2.22;2.68;3.20;3.19;2.81;3.01
Price/Earnings;23.13;18.17;23.88;17.33;34.94;297.68;44.65;45.10;17.03;26.30;26.29;49.63;25.53
Price/Cash Flow;16.85;22.58;27.51;42.28;—;22.30;29.84;23.19;—;21.27;21.72;41.04;17.03
Price/Book;4.36;5.18;7.57;4.41;2.47;3.63;6.00;3.21;4.87;5.05;4.80;4.40;4.19
Price/Forward Earnings;13.12;14.27;15.80;14.43;13.51;17.39;18.21;12.76;15.34;15.53;15.80;16.45;—
PEG Ratio;1.21;1.19;1.32;1.20;9.58;1.15;1.11;0.48;1.60;1.53;1.47;1.31;—
Earnings Yield %;4.32;5.50;4.19;5.77;2.86;0.34;2.24;2.22;5.87;3.80;3.80;2.94;—
Enterprise Value (Bil);6.52;8.98;11.63;9.21;7.23;9.42;14.32;12.35;16.06;17.79;17.62;13.78;—
Enterprise Value/EBIT;15.05;13.64;18.20;14.43;38.29;32.16;33.74;16.99;15.77;20.91;20.79;26.04;—
Enterprise Value/EBITDA;11.60;11.28;14.84;11.93;21.18;22.54;25.69;13.82;13.54;17.61;17.38;19.71;—
