Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.84;1.00;1.48;1.46;1.57;1.55;2.18;2.47;2.50;2.33;3.11;2.20;1.50
Price/Earnings;4.52;10.41;14.43;13.63;—;18.29;13.72;21.69;27.53;74.33;146.75;31.94;24.83
Price/Cash Flow;6.52;8.38;11.45;9.85;10.55;9.35;14.57;15.76;17.69;18.43;27.71;15.22;11.13
Price/Book;1.89;2.24;3.50;3.03;4.32;4.06;3.93;4.37;4.82;4.07;4.05;4.20;1.87
Price/Forward Earnings;11.00;17.73;16.31;15.85;17.12;17.51;18.98;17.73;20.00;31.35;41.67;23.57;—
PEG Ratio;0.86;0.97;0.90;0.87;1.98;0.60;1.93;1.52;1.67;6.28;1.26;2.44;—
Earnings Yield %;22.11;9.60;6.93;7.34;-3.60;5.47;7.29;4.61;3.63;1.35;0.68;4.73;—
Enterprise Value (Bil);9.63;15.03;22.68;23.55;28.14;30.16;34.12;49.79;62.79;52.98;53.19;44.79;—
Enterprise Value/EBIT;3.09;7.61;11.51;9.01;—;12.18;9.03;17.16;19.73;50.61;77.65;21.71;—
Enterprise Value/EBITDA;2.56;5.57;8.40;6.92;—;8.87;7.52;13.00;13.48;19.42;23.64;12.27;—
