Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.15;0.19;0.31;0.34;0.27;0.30;0.38;0.20;0.21;0.23;0.34;0.27;1.50
Price/Earnings;—;286.89;—;19.62;5.12;—;14.43;6.02;12.28;—;16.56;18.85;24.83
Price/Cash Flow;2.66;3.74;7.52;—;14.06;9.69;35.79;69.90;4.28;3.07;5.09;20.52;11.13
Price/Book;0.68;0.80;1.24;1.46;1.13;1.67;2.10;1.04;1.01;0.97;1.18;1.36;1.87
Price/Forward Earnings;10.21;21.37;25.06;—;13.09;16.53;11.90;6.26;13.77;15.11;21.19;16.40;—
PEG Ratio;6.81;0.73;0.86;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-0.88;0.35;-0.53;5.10;19.53;-0.13;6.93;16.62;8.14;-6.97;6.04;6.44;—
Enterprise Value (Mil);309.93;257.35;386.99;499.02;554.87;679.49;844.81;609.37;649.75;542.46;615.56;659.22;—
Enterprise Value/EBIT;7.99;13.56;41.78;13.19;6.69;30.55;10.95;6.80;10.58;—;12.76;12.77;—
Enterprise Value/EBITDA;5.33;7.26;41.78;13.19;6.69;15.77;8.53;5.55;6.95;19.68;7.38;9.33;—
