Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.10;2.22;4.19;2.98;3.54;11.19;6.71;2.85;7.85;10.26;4.66;8.22;3.07
Price/Earnings;—;38.02;27.88;12.35;17.30;21.62;13.86;10.92;24.22;56.85;17.63;29.47;25.84
Price/Cash Flow;89.97;14.40;6.18;7.12;19.04;25.93;—;—;16.35;20.22;21.31;76.35;17.36
Price/Book;1.66;1.59;3.18;3.01;2.80;2.76;3.21;2.83;5.67;7.38;8.77;4.54;4.27
Price/Forward Earnings;8.22;9.63;12.44;9.49;8.27;10.03;10.71;9.41;18.15;22.52;27.62;15.79;—
PEG Ratio;0.59;1.01;0.72;—;—;2.27;—;—;—;—;—;—;—
Earnings Yield %;-2.21;2.63;3.59;8.10;5.78;4.62;7.21;9.16;4.13;1.76;5.67;4.88;—
Enterprise Value (Bil);16.48;21.87;28.91;28.09;24.46;24.70;33.77;30.13;50.06;51.89;75.29;39.42;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;15.99;10.28;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;15.74;9.93;—
