Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;8.09;9.53;12.14;7.92;7.25;9.51;10.30;12.24;13.71;15.55;13.71;12.49;3.07
Price/Earnings;108.44;345.50;72.07;32.43;26.04;32.55;30.93;40.68;31.41;42.70;30.68;41.42;25.84
Price/Cash Flow;26.83;20.03;25.82;15.21;19.30;27.78;29.68;29.79;34.19;33.73;35.86;32.23;17.36
Price/Book;11.50;24.81;41.05;44.47;—;—;—;12.12;20.90;17.39;13.27;17.01;4.27
Price/Forward Earnings;78.74;96.15;59.17;28.25;23.31;30.86;32.89;25.58;33.22;26.11;29.50;30.44;—
PEG Ratio;6.86;8.01;4.93;2.35;—;—;1.65;—;—;1.96;2.26;—;—
Earnings Yield %;0.92;0.29;1.39;3.08;3.84;3.07;3.23;2.46;3.18;2.34;3.26;2.77;—
Enterprise Value (Bil);1.51;2.41;3.68;2.85;2.97;4.17;4.88;5.85;8.52;8.98;9.74;6.77;—
Enterprise Value/EBIT;—;112.56;50.69;19.09;15.54;19.76;23.11;30.52;26.27;33.25;24.18;26.56;—
Enterprise Value/EBITDA;—;90.34;47.35;18.43;15.03;19.19;22.43;29.48;25.48;32.08;23.59;25.76;—
