Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.94;2.15;3.57;4.73;5.24;5.87;6.82;3.68;5.40;6.63;6.86;5.75;1.89
Price/Earnings;9.78;10.30;16.80;18.75;20.82;27.67;31.13;18.11;36.84;53.27;46.89;32.85;18.67
Price/Cash Flow;7.96;9.58;16.41;15.92;18.57;22.22;29.44;26.41;25.89;33.91;33.05;27.80;10.50
Price/Book;3.72;3.99;5.47;6.79;7.36;8.80;10.53;5.83;7.99;9.32;9.63;9.00;1.64
Price/Forward Earnings;9.04;9.74;15.70;16.86;19.69;23.47;28.33;—;31.45;33.67;31.45;33.15;—
PEG Ratio;—;0.89;1.43;1.53;—;—;—;—;—;—;—;—;—
Earnings Yield %;10.22;9.70;5.95;5.33;4.80;3.61;3.21;5.52;2.71;1.88;2.13;3.30;—
Enterprise Value (Bil);0.45;0.53;0.92;1.44;1.92;2.46;3.29;2.02;2.69;3.19;3.56;2.80;—
Enterprise Value/EBIT;8.18;9.31;15.29;16.89;17.61;22.14;26.18;13.78;31.66;47.14;40.73;27.58;—
Enterprise Value/EBITDA;6.61;7.34;12.19;13.73;14.56;18.29;21.05;10.96;20.45;27.67;26.62;19.64;—
