Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.68;0.82;1.01;1.25;1.23;1.02;1.15;1.06;1.31;1.42;1.54;1.21;3.07
Price/Earnings;18.39;21.14;23.60;27.09;23.99;25.77;22.34;20.52;31.43;22.61;21.28;24.89;25.84
Price/Cash Flow;8.47;10.59;13.01;14.05;14.96;11.52;13.80;11.64;26.89;10.40;13.08;14.48;17.36
Price/Book;1.89;2.81;4.10;6.24;8.31;9.37;13.43;13.75;37.34;28.88;311.06;34.75;4.27
Price/Forward Earnings;14.20;16.05;21.37;25.77;23.04;15.53;18.42;15.38;17.95;17.61;19.12;17.87;—
PEG Ratio;1.06;1.47;1.18;1.45;1.35;1.05;1.22;1.08;1.27;1.02;1.33;1.29;—
Earnings Yield %;5.44;4.73;4.24;3.69;4.17;3.88;4.48;4.87;3.18;4.42;4.70;4.18;—
Enterprise Value (Bil);37.44;47.70;60.86;76.73;80.96;76.10;92.41;88.07;113.29;135.59;159.45;103.00;—
Enterprise Value/EBIT;11.55;13.30;14.87;16.67;15.11;15.14;14.66;15.42;23.51;16.86;16.17;17.17;—
Enterprise Value/EBITDA;7.76;9.21;10.68;12.38;11.67;11.51;11.77;12.05;18.13;14.16;13.83;13.51;—
