Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.45;3.99;4.32;4.30;3.38;3.98;5.16;4.14;4.56;4.70;4.38;4.28;3.07
Price/Earnings;22.24;40.37;57.40;28.44;82.76;177.39;—;27.09;34.92;35.87;28.15;46.47;25.84
Price/Cash Flow;10.35;12.85;99.26;16.23;10.54;16.56;19.24;12.83;16.20;14.80;12.04;14.84;17.36
Price/Book;1.92;1.96;2.56;2.61;2.29;3.13;5.14;5.24;5.62;5.43;5.59;4.88;4.27
Price/Forward Earnings;11.83;20.62;18.59;17.95;14.90;18.62;22.88;15.04;38.76;14.43;14.12;17.56;—
PEG Ratio;0.97;1.65;1.86;1.80;1.49;1.86;2.29;—;—;—;—;1.72;—
Earnings Yield %;4.50;2.43;1.74;3.52;1.21;0.56;-2.49;3.69;2.86;2.79;3.55;1.48;—
Enterprise Value (Bil);0.93;0.90;1.09;1.11;1.14;1.45;1.94;1.58;2.02;2.08;2.28;1.75;—
Enterprise Value/EBIT;10.01;15.51;20.36;13.91;50.51;28.32;—;17.58;27.55;25.67;21.99;24.93;—
Enterprise Value/EBITDA;7.27;10.10;15.46;11.82;19.50;15.94;100.83;11.70;16.26;17.30;15.21;44.98;—
