Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;1.88;1.73;1.82;2.40;1.73;3.14;5.01;4.86;2.87;3.01
Price/Earnings;—;—;—;—;12.45;32.48;47.77;62.36;59.26;65.04;36.38;57.25;25.53
Price/Cash Flow;—;—;—;30.45;12.35;21.39;15.59;12.85;35.68;29.03;38.74;23.22;17.03
Price/Book;—;—;—;6.85;5.22;5.47;5.27;2.97;4.99;5.76;5.01;5.30;4.19
Price/Forward Earnings;—;—;—;16.03;14.39;18.35;—;16.67;28.74;42.74;33.22;26.39;—
PEG Ratio;—;—;—;—;—;—;—;1.51;—;—;—;—;—
Earnings Yield %;—;—;—;-0.08;8.03;3.08;2.09;1.60;1.69;1.54;2.75;2.08;—
Enterprise Value (Bil);—;—;—;5.21;4.85;5.16;6.95;6.55;11.54;20.36;21.13;10.18;—
Enterprise Value/EBIT;—;—;—;26.61;19.18;23.05;30.89;26.02;40.34;45.28;27.40;33.96;—
Enterprise Value/EBITDA;—;—;—;15.45;12.30;14.15;18.55;14.37;22.09;28.60;20.05;19.96;—
