Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;4.81;5.39;5.97;8.83;9.44;13.40;15.61;8.13;3.01
Price/Earnings;—;—;—;—;—;65.86;49.47;81.24;56.58;1,109.00;1,121.43;133.00;25.53
Price/Cash Flow;—;—;—;—;17.75;19.65;19.52;25.85;32.81;125.84;198.94;39.10;17.03
Price/Book;—;—;—;—;—;209.20;—;—;—;—;—;—;4.19
Price/Forward Earnings;—;—;—;—;26.53;26.81;36.90;39.06;38.61;76.34;123.46;52.45;—
PEG Ratio;—;—;—;—;1.32;—;3.68;3.91;—;—;—;—;—
Earnings Yield %;—;—;—;—;-0.06;1.52;2.02;1.23;1.77;0.09;-0.31;1.39;—
Enterprise Value (Bil);—;—;—;—;2.02;2.41;4.02;5.59;7.58;8.24;7.99;5.41;—
Enterprise Value/EBIT;—;—;—;—;33.51;21.76;28.13;11.35;34.23;90.31;129.14;36.17;—
Enterprise Value/EBITDA;—;—;—;—;21.52;16.94;22.89;10.62;28.80;57.63;67.46;26.38;—
