Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.17;0.22;0.78;1.27;2.23;1.22;1.29;0.37;0.47;0.83;0.94;0.96;3.07
Price/Earnings;—;—;—;—;23.71;—;—;—;—;—;—;109.92;25.84
Price/Cash Flow;—;—;—;—;46.66;—;—;—;—;—;—;26.31;17.36
Price/Book;2.45;8.45;1,150.87;4.48;3.67;1.33;1.39;0.54;1.12;6.64;6.68;2.70;4.27
Price/Forward Earnings;—;—;—;-54.64;16.69;-7.59;-6.45;-1.37;-1.58;—;—;10.62;—
PEG Ratio;—;—;—;—;0.48;—;—;—;—;—;—;—;—
Earnings Yield %;-140.00;-89.74;-27.66;-25.15;4.22;-15.29;-60.00;-106.68;-156.38;-60.05;-48.61;-70.65;—
Enterprise Value (Mil);5.72;9.93;28.36;40.71;125.28;30.10;17.11;0.43;10.45;15.96;24.85;16.71;—
Enterprise Value/EBIT;—;—;—;—;19.09;—;—;—;—;—;-1.88;-9.83;—
Enterprise Value/EBITDA;—;—;—;—;18.20;—;—;—;—;—;-2.01;-41.30;—
