Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.11;0.13;0.24;0.23;0.26;0.35;0.35;0.16;0.28;0.17;0.25;0.26;3.07
Price/Earnings;7.47;8.62;21.60;18.39;17.56;22.79;18.45;11.65;14.47;8.58;11.85;14.56;25.84
Price/Cash Flow;5.12;5.37;17.91;—;6.21;13.22;—;14.84;18.68;2.20;3.46;12.37;17.36
Price/Book;0.95;0.95;1.84;1.87;2.01;2.48;2.43;1.76;1.82;1.02;2.75;1.88;4.27
Price/Forward Earnings;7.39;5.77;13.25;11.67;12.87;16.18;13.93;—;9.62;5.89;9.94;12.23;—
PEG Ratio;0.39;0.48;1.09;0.96;—;—;0.44;—;0.80;0.59;0.83;—;—
Earnings Yield %;13.39;11.61;4.63;5.44;5.69;4.39;5.42;8.58;6.91;11.65;8.44;7.37;—
Enterprise Value (Bil);1.40;1.35;2.59;3.90;3.95;5.36;6.20;5.71;9.60;5.74;6.18;6.66;—
Enterprise Value/EBIT;5.47;5.31;10.05;13.90;11.40;14.91;12.86;11.23;12.61;7.26;7.59;11.40;—
Enterprise Value/EBITDA;4.99;4.85;9.19;11.13;8.74;11.43;9.86;8.08;8.56;5.07;7.59;9.00;—
