Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.30;0.29;0.36;0.43;0.65;0.67;0.56;0.52;0.63;0.91;0.84;0.66;3.01
Price/Earnings;17.34;18.37;20.07;24.95;21.39;22.43;27.37;13.79;25.12;20.25;23.50;22.17;25.53
Price/Cash Flow;6.93;7.73;8.69;11.27;11.74;10.34;9.47;9.93;10.95;8.93;9.15;10.25;17.03
Price/Book;4.14;3.55;3.91;4.37;4.65;3.88;3.64;3.46;3.75;3.55;3.77;3.73;4.19
Price/Forward Earnings;14.77;13.21;16.42;23.92;22.47;21.19;26.53;26.67;25.00;22.27;24.81;24.28;—
PEG Ratio;1.29;1.21;1.51;7.98;1.87;—;—;3.42;2.89;1.39;1.49;—;—
Earnings Yield %;5.77;5.44;4.98;4.01;4.67;4.46;3.65;7.25;3.98;4.94;4.26;4.83;—
Enterprise Value (Bil);2.55;2.67;3.40;4.28;5.48;5.41;5.23;5.94;7.12;7.56;8.32;6.31;—
Enterprise Value/EBIT;11.87;12.60;13.64;16.52;14.23;15.08;17.83;21.20;19.92;15.83;18.32;18.35;—
Enterprise Value/EBITDA;8.36;8.45;9.18;10.67;9.97;9.97;10.40;11.54;11.78;10.27;11.57;11.00;—
