Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.18;1.43;0.82;0.34;0.21;0.18;0.08;0.42;1.82;0.64;0.78;0.53;1.50
Price/Earnings;—;64.95;25.18;—;—;—;—;—;—;—;9.37;7.81;24.83
Price/Cash Flow;4.82;5.30;3.37;1.11;0.81;0.70;0.57;2.12;3.31;1.67;2.90;1.67;11.13
Price/Book;0.94;1.17;0.66;0.32;0.33;0.23;0.17;0.39;1.50;0.58;0.63;1.03;1.87
Price/Forward Earnings;15.53;11.93;11.14;-12.33;-7.77;-1.15;-14.33;33.11;19.08;-8.31;—;31.76;—
PEG Ratio;0.64;0.19;0.17;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-2.21;1.54;3.97;-121.04;-358.70;-244.13;-725.24;-35.56;-15.94;-32.12;-60.83;-226.67;—
Enterprise Value (Bil);3.95;4.56;3.93;3.00;2.79;2.47;2.24;1.49;2.71;1.32;1.38;2.54;—
Enterprise Value/EBIT;51.13;19.34;13.71;—;—;—;—;2.07;—;—;19.17;-3.04;—
Enterprise Value/EBITDA;6.48;9.64;7.06;15.18;18.13;—;—;1.81;223.09;20.08;8.39;8.00;—
