Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.49;4.41;8.52;4.72;3.76;4.18;5.10;5.46;9.84;8.49;8.28;6.56;3.01
Price/Earnings;82.67;107.59;266.00;—;—;—;—;—;—;—;—;249.09;25.53
Price/Cash Flow;30.63;21.09;47.40;90.33;124.29;414.03;—;—;307.21;—;255.51;463.35;17.03
Price/Book;5.74;5.68;10.76;8.32;10.21;65.95;—;18.52;16.38;17.10;59.43;28.40;4.19
Price/Forward Earnings;35.34;39.68;90.91;57.14;-21.32;-21.51;-40.00;-54.95;—;-136.99;—;2,000.00;—
PEG Ratio;2.35;1.98;4.54;2.86;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.21;0.93;0.38;-2.40;-9.72;-11.48;-9.57;-6.56;-2.74;-3.49;-3.72;-6.53;—
Enterprise Value (Bil);0.33;0.42;1.03;0.76;0.64;0.63;0.90;1.11;2.42;2.14;2.09;1.41;—
Enterprise Value/EBIT;59.59;51.38;178.18;—;—;—;—;—;—;—;-22.38;-17.47;—
Enterprise Value/EBITDA;46.83;40.16;107.45;—;—;—;—;—;—;—;-29.02;-130.43;—
