Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.90;0.93;1.40;1.23;1.17;1.61;2.43;1.50;1.76;2.51;3.19;1.94;3.01
Price/Earnings;10.00;9.97;17.03;18.89;13.67;19.55;29.71;21.72;19.51;34.14;34.94;24.91;25.53
Price/Cash Flow;8.32;10.56;10.64;12.04;10.27;15.24;23.29;10.87;17.56;17.72;19.55;15.98;17.03
Price/Book;1.19;1.19;1.71;1.74;1.67;2.33;3.35;2.54;2.97;3.52;4.11;2.91;4.19
Price/Forward Earnings;10.11;10.38;14.90;9.88;12.11;18.05;20.12;14.12;17.79;27.70;30.30;20.81;—
PEG Ratio;1.26;1.60;0.75;0.49;—;—;—;—;0.89;—;—;—;—
Earnings Yield %;10.00;10.03;5.87;5.29;7.31;5.11;3.37;4.60;5.13;2.93;2.86;4.35;—
Enterprise Value (Bil);0.24;0.25;0.39;0.45;0.41;0.67;1.29;1.04;1.47;1.83;2.22;1.25;—
Enterprise Value/EBIT;6.54;6.73;11.88;11.76;8.53;13.49;23.94;12.80;16.46;24.49;26.19;17.71;—
Enterprise Value/EBITDA;5.38;5.48;9.40;9.01;6.96;10.60;18.35;9.88;11.98;17.25;19.11;13.32;—
