Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.43;5.41;6.51;5.11;3.62;6.29;3.76;1.04;0.64;1.22;1.91;2.74;3.01
Price/Earnings;17.73;48.34;41.95;24.82;38.90;—;305.53;31.48;—;—;30.33;380.07;25.53
Price/Cash Flow;9.32;10.81;11.66;8.41;6.79;9.78;6.54;1.67;1.28;2.41;4.08;4.69;17.03
Price/Book;2.38;2.46;3.46;2.60;1.54;1.87;2.47;0.44;0.26;0.40;0.67;1.01;4.19
Price/Forward Earnings;20.53;24.33;26.74;32.36;149.25;86.21;44.05;10.24;49.51;32.68;61.73;50.97;—
PEG Ratio;0.80;1.03;1.13;1.37;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.64;2.07;2.38;4.03;2.57;-3.77;0.33;3.18;-23.03;-67.98;-14.57;-17.21;—
Enterprise Value (Bil);9.86;11.20;15.62;13.30;9.62;12.43;18.01;13.31;7.93;8.26;10.91;12.36;—
Enterprise Value/EBIT;11.52;23.02;22.31;13.26;17.02;—;32.51;—;—;—;-16.35;91.34;—
Enterprise Value/EBITDA;8.37;11.36;11.68;7.96;7.08;14.03;11.86;31.40;7.23;—;20.66;27.60;—
