Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.41;2.13;1.84;2.62;3.65;3.79;8.25;6.40;8.31;6.98;7.15;6.73;2.06
Price/Earnings;14.77;—;—;—;—;13.28;18.49;5.99;6.23;8.56;8.71;17.79;31.62
Price/Cash Flow;8.63;6.17;4.89;6.87;7.30;14.66;12.35;11.03;38.37;15.17;15.97;16.72;17.41
Price/Book;1.04;0.62;1.18;0.73;0.87;0.79;1.01;0.90;1.02;0.72;0.74;0.88;2.50
Price/Forward Earnings;8.00;5.99;7.79;11.51;—;9.69;13.53;13.26;17.21;12.47;12.71;13.37;—
PEG Ratio;5.33;3.99;5.20;7.67;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.77;-26.32;-36.96;-44.00;—;7.53;5.41;16.69;16.06;11.69;-3.20;11.66;—
Enterprise Value (Bil);1.33;1.64;1.77;1.35;—;0.96;1.04;1.06;1.25;0.99;1.00;1.06;—
Enterprise Value/EBIT;21.44;—;—;—;—;12.90;20.37;9.00;9.01;12.21;12.70;14.04;—
Enterprise Value/EBITDA;20.94;—;—;—;—;12.86;20.29;8.98;8.99;12.12;12.61;13.96;—
