Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.26;0.81;1.27;2.73;2.02;1.84;2.18;2.51;3.87;6.20;9.79;3.47;3.07
Price/Earnings;—;—;116.02;—;—;—;—;—;—;—;—;179.14;25.84
Price/Cash Flow;12.62;—;128.13;—;31.56;32.19;141.47;57.09;52.28;56.54;47.26;184.13;17.36
Price/Book;1.20;1.64;2.30;2.20;1.83;2.01;2.63;3.15;6.11;11.64;17.12;5.34;4.27
Price/Forward Earnings;27.40;-20.70;51.81;—;—;—;—;—;—;—;—;—;—
PEG Ratio;1.83;—;3.46;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-28.18;-10.51;0.86;-2.07;-3.80;-3.47;-4.72;-2.37;-2.05;-2.94;-1.76;-3.32;—
Enterprise Value (Bil);0.09;0.11;0.21;0.21;0.17;0.19;0.25;0.30;0.58;0.84;1.28;0.45;—
Enterprise Value/EBIT;—;—;70.99;—;—;—;—;—;—;—;-33.21;-6.45;—
Enterprise Value/EBITDA;—;—;23.16;119.34;—;—;405.57;61.49;98.78;—;60.69;-37.41;—
