Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.59;0.98;0.93;1.03;0.44;0.35;0.79;0.45;0.54;0.71;0.87;0.57;3.07
Price/Earnings;—;—;—;—;—;—;75.07;15.33;24.52;156.84;89.94;59.72;25.84
Price/Cash Flow;21.11;—;—;—;71.12;11.05;15.73;9.39;9.01;10.76;17.09;12.28;17.36
Price/Book;1.56;1.54;1.94;2.54;1.08;1.79;3.36;1.60;2.91;4.66;5.94;2.87;4.27
Price/Forward Earnings;833.33;-22.08;-44.05;222.22;25.71;24.94;32.36;13.77;17.70;32.57;24.81;30.44;—
PEG Ratio;—;—;—;5.58;0.64;0.62;0.68;0.47;0.62;2.48;0.69;1.35;—
Earnings Yield %;-40.97;-8.57;-9.85;-3.42;-10.90;-0.58;1.33;6.52;4.08;0.64;1.11;2.12;—
Enterprise Value (Bil);0.08;0.21;0.89;3.50;5.28;9.88;15.18;10.32;14.26;19.07;23.73;13.96;—
Enterprise Value/EBIT;14.14;—;—;—;—;31.22;28.18;14.04;17.39;43.55;40.36;26.13;—
Enterprise Value/EBITDA;11.55;—;—;209.44;25.98;10.14;12.80;7.21;9.18;15.85;17.41;11.21;—
