Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.64;1.22;1.56;2.06;2.55;3.70;5.40;4.23;5.06;5.89;4.10;4.82;3.07
Price/Earnings;20.77;—;—;—;38.25;52.10;59.71;73.89;60.10;58.71;50.75;63.36;25.84
Price/Cash Flow;14.06;33.61;32.39;30.74;17.11;27.26;40.55;40.62;34.18;42.70;36.99;38.02;17.36
Price/Book;1.28;0.85;1.04;1.36;1.73;2.50;3.28;2.88;2.91;3.50;2.55;3.10;4.27
Price/Forward Earnings;12.14;10.14;-666.67;—;—;—;—;27.86;34.60;37.45;24.88;—;—
PEG Ratio;0.62;0.60;—;—;—;—;—;—;1.61;2.05;—;—;—
Earnings Yield %;4.82;-0.43;-2.47;-0.29;2.61;1.92;1.67;1.35;1.66;1.70;1.97;1.68;—
Enterprise Value (Bil);0.24;0.24;0.30;0.40;0.53;1.35;2.45;2.40;3.66;4.76;3.81;2.99;—
Enterprise Value/EBIT;9.69;—;—;—;24.90;48.98;55.92;49.30;50.17;49.87;45.04;51.38;—
Enterprise Value/EBITDA;7.06;22.24;196.66;29.42;15.25;28.55;31.38;25.77;30.72;32.52;26.55;29.91;—
