Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;1.32;0.85;0.65;0.70;0.78;0.46;0.50;0.52;0.56;0.60;3.01
Price/Earnings;—;—;7.45;8.95;9.94;12.04;13.37;7.99;11.27;15.36;9.08;12.22;25.53
Price/Cash Flow;—;—;—;—;—;15.42;8.15;6.03;10.25;3.04;3.80;9.16;17.03
Price/Book;—;—;3.95;5.08;3.76;4.36;2.13;0.77;0.93;0.97;0.95;1.70;4.19
Price/Forward Earnings;—;—;13.97;10.03;7.08;10.13;10.64;6.31;7.81;6.41;5.39;9.42;—
PEG Ratio;—;—;1.20;1.09;—;0.65;—;0.76;—;—;—;1.16;—
Earnings Yield %;—;—;13.43;11.17;10.06;8.31;7.48;12.52;8.87;6.51;11.02;8.63;—
Enterprise Value (Bil);—;—;1.79;2.16;2.06;2.11;3.21;2.87;4.25;6.03;6.10;3.87;—
Enterprise Value/EBIT;—;—;7.51;6.52;6.87;7.00;9.95;7.63;11.90;15.58;11.33;10.99;—
Enterprise Value/EBITDA;—;—;7.44;6.43;6.80;6.90;9.83;7.27;10.95;14.25;10.58;10.44;—
