Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;—;—;5.98;2.95;—;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;70.84;27.47;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;—;—;32.02;55.36;—;17.36
Price/Book;—;—;—;—;—;—;—;—;—;14.52;11.79;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;—;—;49.51;25.25;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;2.25;—;—;—
Earnings Yield %;—;—;—;—;—;—;—;—;—;1.41;-0.58;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;—;—;5.45;2.39;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;40.19;539.62;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;33.43;75.77;—;—
