Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.22;1.04;1.44;1.65;3.15;3.14;5.01;3.29;2.45;3.78;3.97;3.88;3.07
Price/Earnings;17.28;14.74;21.00;22.62;39.86;29.02;36.36;20.10;20.33;24.61;24.44;28.92;25.84
Price/Cash Flow;17.12;18.98;19.68;17.51;33.11;25.14;34.36;21.24;15.91;19.73;21.96;25.76;17.36
Price/Book;7.33;4.57;9.93;8.13;11.81;9.11;18.10;8.03;5.95;7.10;11.92;11.67;4.27
Price/Forward Earnings;15.31;12.27;14.81;—;—;—;—;20.12;20.53;23.75;23.26;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;2.04;1.68;—;—
Earnings Yield %;5.79;6.79;4.76;4.42;2.51;3.45;2.75;4.97;4.92;4.06;4.09;3.92;—
Enterprise Value (Bil);0.72;0.63;0.95;1.03;2.05;2.32;4.41;3.10;2.19;3.60;4.09;3.43;—
Enterprise Value/EBIT;10.94;9.02;13.89;14.84;25.19;18.53;23.16;14.48;14.14;17.32;17.96;19.59;—
Enterprise Value/EBITDA;9.40;7.78;11.95;12.66;22.05;16.86;21.62;13.62;12.74;15.08;15.80;17.84;—
