Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.25;2.19;2.61;2.82;2.54;2.01;1.47;0.84;0.64;0.58;1.45;1.10;3.07
Price/Earnings;16.37;16.51;20.11;21.60;20.53;18.31;18.95;8.87;—;—;176.71;22.14;25.84
Price/Cash Flow;13.13;12.21;14.43;17.32;15.41;14.89;11.14;8.55;6.81;5.98;9.55;9.15;17.36
Price/Book;2.12;1.95;2.42;2.54;2.88;2.34;1.72;0.96;1.58;2.61;3.38;1.66;4.27
Price/Forward Earnings;14.31;13.89;16.53;19.12;15.58;14.56;—;8.01;8.10;14.39;25.06;11.93;—
PEG Ratio;1.03;1.09;1.29;0.26;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.11;6.10;4.97;4.63;4.87;5.46;5.28;11.27;-47.89;-58.44;0.57;-14.22;—
Enterprise Value (Bil);3.53;4.09;5.51;6.56;8.01;7.97;6.77;4.86;4.26;3.53;3.28;5.17;—
Enterprise Value/EBIT;10.05;10.46;12.71;13.12;14.50;13.62;13.51;10.14;—;—;26.13;12.31;—
Enterprise Value/EBITDA;9.41;9.70;11.70;12.09;13.08;11.94;11.23;8.28;—;—;21.13;10.44;—
