Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.61;0.72;0.75;0.39;0.28;0.20;0.26;0.18;0.18;0.24;0.37;0.24;3.07
Price/Earnings;20.71;18.99;19.02;12.22;20.69;—;31.88;29.14;—;12.00;17.56;56.51;25.84
Price/Cash Flow;46.41;14.51;26.22;17.00;8.99;21.50;8.59;—;16.46;2.94;10.20;15.94;17.36
Price/Book;2.98;3.32;3.17;1.53;1.11;0.83;0.99;0.85;1.15;1.23;1.86;1.14;4.27
Price/Forward Earnings;15.97;16.72;15.58;—;14.08;18.32;20.41;10.46;12.95;14.22;17.24;17.65;—
PEG Ratio;0.64;0.71;0.66;—;1.17;1.83;2.04;0.70;0.86;0.89;0.86;1.40;—
Earnings Yield %;4.83;5.27;5.26;8.18;4.83;-50.59;3.14;3.43;-3.67;8.33;5.69;-5.41;—
Enterprise Value (Mil);246.57;301.05;317.38;148.35;114.86;58.94;67.56;50.86;88.39;86.02;138.79;82.59;—
Enterprise Value/EBIT;13.45;11.63;12.23;6.84;13.29;—;15.93;8.53;22.92;8.25;12.01;7.65;—
Enterprise Value/EBITDA;12.08;10.45;10.99;5.98;10.59;—;11.71;6.13;12.79;6.21;9.31;5.55;—
