Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.71;2.06;2.44;2.91;2.58;3.35;4.36;5.05;6.15;8.34;8.55;5.47;3.07
Price/Earnings;16.77;15.35;19.96;23.89;14.91;22.63;17.57;9.89;36.36;38.96;35.20;25.21;25.84
Price/Cash Flow;6.09;7.35;8.60;8.20;7.71;8.04;11.87;13.09;15.38;17.77;19.83;13.44;17.36
Price/Book;1.70;1.83;2.14;2.50;2.15;2.34;2.79;2.43;3.24;4.06;3.90;2.95;4.27
Price/Forward Earnings;1.34;12.36;14.75;18.69;16.81;18.35;21.46;20.75;26.88;30.86;29.50;24.07;—
PEG Ratio;0.24;3.02;2.00;2.86;5.90;3.06;2.94;2.10;—;—;3.12;3.30;—
Earnings Yield %;5.96;6.59;5.01;4.19;6.71;4.42;5.69;10.11;2.75;2.57;2.84;5.12;—
Enterprise Value (Bil);47.56;56.37;65.40;76.02;76.98;86.90;107.14;115.18;159.07;197.55;196.90;134.15;—
Enterprise Value/EBIT;16.90;15.48;17.65;18.72;13.26;16.08;15.56;13.81;27.15;34.65;54.18;23.12;—
Enterprise Value/EBITDA;9.89;10.41;11.01;10.99;8.61;9.90;10.19;10.30;15.24;19.69;25.08;13.60;—
