Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.28;0.33;0.38;0.32;0.29;0.35;0.66;0.46;0.52;0.78;1.03;0.62;1.06
Price/Earnings;7.74;8.85;12.43;14.67;12.65;11.32;—;25.25;17.20;16.89;41.50;21.06;22.79
Price/Cash Flow;—;2.08;9.10;100.94;4.24;4.89;5.44;5.56;5.86;8.96;21.58;7.36;6.13
Price/Book;0.69;0.70;0.93;0.79;0.79;1.00;1.15;0.99;1.28;1.78;2.24;1.30;1.77
Price/Forward Earnings;9.31;11.86;15.55;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.32;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;12.92;11.30;8.05;—;—;8.84;-1.97;3.96;5.81;5.92;2.41;4.07;—
Enterprise Value (Mil);67.63;36.74;59.54;—;—;82.82;44.38;31.08;43.77;58.95;86.50;59.23;—
Enterprise Value/EBIT;4.85;2.75;5.99;—;—;7.05;11.17;5.10;5.15;4.77;13.02;10.25;—
Enterprise Value/EBITDA;3.41;1.92;3.83;—;—;4.96;5.91;3.43;3.60;3.38;7.86;5.45;—
