Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.09;2.13;2.51;3.35;2.24;2.58;2.73;2.24;2.49;3.86;12.36;2.89;3.01
Price/Earnings;—;1,567.00;84.52;33.96;17.84;17.77;24.51;14.13;11.97;—;91.58;22.89;25.53
Price/Cash Flow;17.08;14.42;13.66;16.55;9.99;10.95;11.71;9.46;10.74;60.32;68.09;13.11;17.03
Price/Book;1.54;1.66;2.03;2.46;1.65;1.96;2.07;1.69;1.76;1.61;1.95;1.77;4.19
Price/Forward Earnings;112.36;15.38;19.96;14.25;12.66;16.08;27.17;12.80;15.90;-18.52;—;20.01;—
PEG Ratio;10.27;1.25;1.62;7.12;—;—;18.13;1.54;0.75;—;—;—;—
Earnings Yield %;-0.27;0.06;1.18;2.94;5.61;5.63;4.08;7.08;8.36;-5.67;-7.41;4.51;—
Enterprise Value (Bil);15.40;16.35;18.88;21.59;15.52;17.35;17.86;15.15;16.20;14.14;16.11;15.87;—
Enterprise Value/EBIT;47.52;41.28;34.58;27.02;17.86;16.73;21.68;12.75;11.32;—;50.55;18.65;—
Enterprise Value/EBITDA;16.21;14.25;13.81;14.39;9.82;9.83;11.59;6.94;7.73;92.42;98.87;13.62;—
