Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.22;0.22;0.51;0.42;0.52;0.54;0.26;0.07;0.16;0.46;0.65;0.31;1.50
Price/Earnings;14.13;12.60;21.30;15.83;23.33;24.01;20.46;—;10.68;17.88;25.13;19.36;24.83
Price/Cash Flow;13.36;37.02;23.20;—;28.18;64.76;3.54;—;7.88;15.46;21.73;18.79;11.13
Price/Book;3.07;3.14;7.13;5.47;5.97;4.40;2.15;0.66;1.27;3.45;4.83;2.51;1.87
Price/Forward Earnings;—;11.05;32.79;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.30;0.89;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.08;7.94;4.69;6.32;4.29;4.16;4.89;-1.60;9.36;5.59;3.98;3.52;—
Enterprise Value (Mil);41.13;47.00;115.88;119.48;153.26;263.12;157.43;98.83;96.06;271.40;377.79;178.88;—
Enterprise Value/EBIT;10.10;8.68;13.42;10.19;13.64;17.56;16.08;558.35;6.74;10.31;14.35;86.50;—
Enterprise Value/EBITDA;9.09;7.43;12.07;9.39;12.63;15.15;11.17;18.46;4.57;8.11;11.29;14.71;—
