Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.72;0.76;0.88;1.27;2.56;2.16;2.40;2.00;2.22;1.93;2.02;2.10;1.50
Price/Earnings;6.27;141.25;—;—;—;18.24;68.35;22.63;67.93;17.38;22.51;48.24;24.83
Price/Cash Flow;3.29;3.11;3.91;6.80;35.72;30.36;28.57;19.38;33.00;15.05;26.48;28.62;11.13
Price/Book;1.12;1.21;1.40;1.43;1.27;1.21;1.69;1.58;1.94;1.72;1.89;1.58;1.87
Price/Forward Earnings;7.03;8.98;16.58;32.79;44.84;27.47;24.27;22.62;22.27;21.28;22.68;24.03;—
PEG Ratio;2.15;12.82;0.26;—;—;—;1.58;4.87;2.19;5.50;1.98;4.65;—
Earnings Yield %;15.96;0.71;-0.89;-6.72;-0.45;5.48;1.46;4.42;1.47;5.76;4.44;3.74;—
Enterprise Value (Bil);33.15;35.88;42.13;36.48;18.88;20.32;31.21;27.70;34.45;33.41;36.33;28.98;—
Enterprise Value/EBIT;5.40;12.92;20.46;—;157.32;15.04;44.21;22.30;39.19;16.66;15.95;26.28;—
Enterprise Value/EBITDA;5.40;5.35;6.96;8.59;20.70;15.04;44.21;22.30;39.19;16.66;11.74;23.30;—
