Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.56;0.79;1.06;1.72;2.28;2.39;2.60;2.48;5.09;5.62;2.40;3.95;3.07
Price/Earnings;—;8.43;7.51;15.41;23.72;15.49;10.94;15.24;23.16;—;8.32;23.94;25.84
Price/Cash Flow;6.26;8.47;5.95;—;5.32;6.00;8.91;5.40;11.02;6.29;6.66;7.39;17.36
Price/Book;3.76;0.85;1.70;1.93;3.84;4.97;6.14;4.61;8.79;20.94;10.79;239.14;4.27
Price/Forward Earnings;5.57;6.54;10.24;10.19;7.05;9.00;11.16;7.94;16.03;18.83;23.53;14.38;—
PEG Ratio;0.52;0.46;0.72;—;0.52;0.92;—;—;—;—;—;—;—
Earnings Yield %;-18.69;11.87;13.32;6.49;4.22;6.46;9.14;6.56;4.32;-1.55;12.02;5.07;—
Enterprise Value (Bil);-0.32;-2.63;15.30;16.63;3.74;4.80;8.09;6.83;13.29;20.72;27.51;11.30;—
Enterprise Value/EBIT;—;—;6.48;10.96;7.28;6.79;5.35;5.54;18.20;—;5.25;11.50;—
Enterprise Value/EBITDA;—;—;6.33;10.64;6.70;6.56;5.28;5.47;17.82;—;5.23;11.12;—
