Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.78;2.28;2.26;2.72;3.37;2.75;2.10;2.16;1.45;1.18;1.63;1.87;1.50
Price/Earnings;14.61;16.44;17.76;20.02;23.86;21.31;15.64;17.97;14.73;19.20;28.25;17.42;24.83
Price/Cash Flow;13.52;14.29;13.06;16.41;20.09;18.33;13.74;10.65;9.39;6.42;7.41;11.36;11.13
Price/Book;2.29;2.92;2.88;3.56;4.23;3.68;2.46;2.58;1.83;1.50;1.81;2.27;1.87
Price/Forward Earnings;12.97;14.22;15.82;18.80;21.41;18.35;15.04;16.39;12.30;10.94;13.83;14.90;—
PEG Ratio;2.20;1.72;1.91;2.28;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.85;6.08;5.63;4.99;4.19;4.69;6.40;5.56;6.79;5.21;3.54;5.96;—
Enterprise Value (Bil);2.97;4.04;3.98;5.06;6.93;5.95;4.00;4.04;2.84;2.08;2.49;3.61;—
Enterprise Value/EBIT;8.59;10.51;11.06;13.39;15.82;14.27;10.28;12.09;10.72;12.52;15.60;11.49;—
Enterprise Value/EBITDA;7.08;8.86;9.21;11.11;13.24;11.71;8.25;9.32;7.52;7.31;9.07;8.43;—
