Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.99;1.19;0.84;0.83;0.87;0.78;0.93;0.86;0.60;0.89;1.56;0.83;3.01
Price/Earnings;16.09;19.72;17.14;92.53;15.05;11.85;20.66;12.39;9.67;—;50.82;15.15;25.53
Price/Cash Flow;14.66;8.55;7.92;9.26;8.45;7.40;9.71;7.68;6.50;14.77;16.07;9.50;17.03
Price/Book;2.14;3.16;2.33;2.41;2.49;2.35;2.87;2.63;1.95;3.12;5.37;2.68;4.19
Price/Forward Earnings;13.97;13.25;17.12;23.58;14.45;11.24;14.51;11.70;9.00;14.18;16.89;14.11;—
PEG Ratio;1.28;0.76;2.21;1.82;1.11;0.86;2.90;—;—;—;—;1.69;—
Earnings Yield %;6.21;5.07;5.83;1.08;6.65;8.44;4.84;8.07;10.34;-6.23;1.97;5.15;—
Enterprise Value (Bil);2.48;3.52;2.42;2.42;2.65;2.47;3.08;3.05;3.84;4.51;7.27;3.47;—
Enterprise Value/EBIT;8.71;10.59;7.78;16.81;8.39;6.83;9.84;8.59;11.33;—;14.40;38.83;—
Enterprise Value/EBITDA;5.80;7.53;5.49;8.51;5.73;4.76;6.43;5.80;7.46;30.65;10.91;9.97;—
