Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.03;1.17;1.32;1.44;1.45;1.46;1.63;1.21;1.14;1.13;1.41;1.26;2.06
Price/Earnings;9.50;14.35;15.74;11.00;8.51;14.93;—;—;—;—;33.20;19.68;31.62
Price/Cash Flow;5.56;12.88;19.34;6.80;5.51;6.43;13.43;185.45;16.46;4.25;5.10;34.40;17.41
Price/Book;1.81;1.92;2.03;2.02;1.34;1.14;1.32;1.11;1.21;1.25;1.55;1.17;2.50
Price/Forward Earnings;12.52;12.84;14.66;16.23;—;27.03;29.94;20.12;28.17;25.91;33.11;34.00;—
PEG Ratio;5.01;8.56;9.78;10.82;—;—;—;—;—;—;—;—;—
Earnings Yield %;10.53;6.97;6.35;9.09;—;6.70;-15.88;-10.08;-2.28;-0.80;-2.72;-4.11;—
Enterprise Value (Bil);3.39;4.25;5.99;6.11;—;4.48;3.96;3.15;3.51;2.85;3.31;3.39;—
Enterprise Value/EBIT;7.34;12.54;18.18;8.70;—;10.75;—;26.39;—;13.41;15.57;13.26;—
Enterprise Value/EBITDA;4.79;7.45;10.10;5.84;—;6.36;9.02;4.22;—;4.79;9.05;6.76;—
