Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.07;0.07;0.10;0.13;0.33;0.24;0.26;0.28;0.34;0.35;0.35;0.28;1.89
Price/Earnings;41.00;—;—;4.86;11.64;8.16;9.25;—;—;—;38.07;13.63;18.67
Price/Cash Flow;—;6.97;3.79;2.72;5.56;4.25;8.81;211.82;38.73;—;29.65;38.13;10.50
Price/Book;0.21;0.24;2.73;0.92;6.56;1.87;2.84;2.14;2.80;0.93;1.14;2.61;1.64
Price/Forward Earnings;144.93;5.49;5.76;4.35;8.19;8.35;9.72;—;—;16.26;131.58;7.12;—
PEG Ratio;28.94;0.12;0.13;0.09;—;—;—;—;—;—;—;—;—
Earnings Yield %;2.44;-18.05;-6.25;20.57;8.59;12.25;10.81;-0.60;-2.60;-18.10;-17.94;0.28;—
Enterprise Value (Bil);0.51;0.51;0.56;0.53;0.96;0.65;0.67;0.66;1.05;0.12;0.14;0.62;—
Enterprise Value/EBIT;14.91;5.71;4.06;3.37;6.21;4.04;5.66;8.12;14.39;—;1.42;10.71;—
Enterprise Value/EBITDA;3.99;2.90;2.48;2.29;4.37;3.01;3.59;4.77;7.10;3.22;3.75;4.40;—
