Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.15;0.24;0.28;0.23;0.10;0.29;0.28;0.15;0.06;0.06;0.07;0.18;3.01
Price/Earnings;14.63;18.04;—;20.68;—;—;12.84;7.56;—;—;66.38;22.23;25.53
Price/Cash Flow;2.03;2.72;3.75;3.75;1.14;3.07;4.28;3.03;1.08;0.74;0.95;2.56;17.03
Price/Book;0.47;0.78;1.13;0.92;1.02;3.46;2.52;1.28;1.10;1.24;2.39;1.99;4.19
Price/Forward Earnings;6.57;4.44;7.63;12.97;—;—;—;—;—;—;—;—;—
PEG Ratio;—;—;0.48;0.82;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.83;5.54;-0.81;4.83;-136.13;-0.19;7.79;13.23;-41.33;-6.81;-43.07;-13.76;—
Enterprise Value (Bil);2.33;2.32;2.84;2.74;1.97;2.54;2.21;1.70;1.53;1.23;1.11;1.85;—
Enterprise Value/EBIT;17.00;21.78;30.44;16.78;—;47.13;11.32;15.91;—;27.15;28.75;22.44;—
Enterprise Value/EBITDA;4.75;5.21;6.49;5.49;—;7.24;5.14;5.05;8.23;5.24;7.16;6.10;—
