Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.48;1.54;2.07;1.35;1.28;1.11;1.34;0.66;0.90;0.92;1.30;0.98;3.07
Price/Earnings;22.62;24.25;33.57;22.86;22.11;20.03;24.80;13.11;25.14;17.89;20.16;19.63;25.84
Price/Cash Flow;25.59;30.77;27.34;20.98;16.87;17.27;22.54;12.61;9.70;8.73;8.65;13.73;17.36
Price/Book;2.80;3.20;4.39;3.20;2.98;2.75;3.11;1.55;2.27;1.99;2.61;2.29;4.27
Price/Forward Earnings;16.13;20.00;24.94;17.04;18.66;14.93;19.08;9.45;14.06;13.11;16.47;14.70;—
PEG Ratio;0.86;1.28;1.56;1.12;1.61;1.13;1.22;0.69;0.99;1.44;1.61;1.48;—
Earnings Yield %;4.42;4.12;2.98;4.37;4.52;4.99;4.03;7.63;3.98;5.59;4.96;5.26;—
Enterprise Value (Bil);5.00;7.34;11.10;10.19;10.52;12.42;15.44;11.53;15.74;14.72;18.77;13.95;—
Enterprise Value/EBIT;14.61;16.67;22.25;15.92;15.04;15.89;17.99;12.73;18.14;15.68;16.66;15.92;—
Enterprise Value/EBITDA;12.77;14.38;19.16;13.49;12.69;12.86;14.29;9.77;13.32;11.84;13.16;12.29;—
