Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.28;0.23;0.43;0.38;0.26;0.51;0.59;0.69;0.85;0.97;1.07;0.69;3.07
Price/Earnings;26.56;10.43;18.63;31.21;—;—;24.32;23.58;24.65;22.47;23.42;23.49;25.84
Price/Cash Flow;468.96;3.62;6.34;5.41;3.99;7.33;7.61;10.18;18.07;19.62;508.84;29.78;17.36
Price/Book;0.52;0.77;1.34;1.08;0.72;1.36;1.44;1.62;2.06;1.97;1.93;1.62;4.27
Price/Forward Earnings;6.01;11.22;12.18;12.71;7.91;13.46;14.51;15.80;15.55;18.55;20.96;19.13;—
PEG Ratio;0.45;1.60;1.74;2.54;—;6.73;—;—;0.68;2.94;1.33;—;—
Earnings Yield %;3.76;9.59;5.37;3.20;-2.53;-14.71;4.11;4.24;4.06;4.45;4.27;1.78;—
Enterprise Value (Mil);507.73;490.52;633.06;546.20;427.58;452.76;540.99;640.53;823.34;921.03;957.79;655.71;—
Enterprise Value/EBIT;32.44;8.95;12.17;12.77;38.53;—;20.75;43.21;17.63;18.79;22.47;23.31;—
Enterprise Value/EBITDA;15.09;5.82;7.78;7.37;11.15;—;11.12;16.36;11.11;11.76;13.48;11.90;—
