Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.99;3.67;4.58;4.08;2.85;3.49;3.79;2.53;2.27;2.21;2.28;2.79;3.07
Price/Earnings;11.14;13.71;17.13;14.61;11.19;13.46;14.40;21.34;11.06;15.72;15.00;15.66;25.84
Price/Cash Flow;13.15;22.61;17.98;16.19;10.05;13.37;21.34;7.16;64.99;12.05;11.44;15.27;17.36
Price/Book;2.43;2.99;3.62;2.98;1.85;1.88;1.90;1.53;1.31;1.25;1.54;1.58;4.27
Price/Forward Earnings;9.85;11.17;14.64;14.14;11.96;14.56;15.04;10.52;10.94;9.40;9.51;11.92;—
PEG Ratio;1.05;1.59;1.46;1.69;—;—;7.10;—;0.82;—;0.62;—;—
Earnings Yield %;8.97;7.30;5.84;6.84;8.94;7.43;6.95;4.69;9.05;6.36;6.66;7.23;—
Enterprise Value (Bil);16.35;23.93;32.39;29.02;15.70;16.02;16.31;8.99;7.72;13.65;17.72;12.00;—
Enterprise Value/EBIT;6.14;8.73;10.54;8.39;5.12;6.28;6.27;3.97;4.61;12.98;10.49;6.15;—
Enterprise Value/EBITDA;5.63;8.10;10.23;8.17;4.96;6.08;6.08;3.84;4.37;11.57;9.19;5.79;—
