Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.46;2.37;2.54;2.26;2.39;2.24;2.13;2.06;1.95;1.71;2.01;1.97;3.07
Price/Earnings;21.48;56.20;30.50;18.45;—;18.35;17.07;40.16;23.46;19.24;44.79;25.51;25.84
Price/Cash Flow;9.97;16.11;19.03;12.55;10.44;12.38;8.01;11.26;13.37;13.04;17.51;11.33;17.36
Price/Book;1.55;1.43;1.53;1.50;2.39;2.26;2.02;2.00;1.78;1.62;2.02;1.92;4.27
Price/Forward Earnings;14.18;18.90;16.37;13.42;12.32;12.72;13.40;13.46;12.90;13.83;15.75;13.68;—
PEG Ratio;0.95;1.65;1.63;0.92;1.38;1.38;2.01;1.45;1.29;2.03;1.37;1.43;—
Earnings Yield %;4.65;1.78;3.28;5.42;-1.99;5.45;5.86;2.49;4.26;5.20;2.23;4.56;—
Enterprise Value (Bil);8.38;8.15;9.33;8.72;10.56;10.56;9.54;8.07;7.88;7.41;9.52;8.50;—
Enterprise Value/EBIT;11.69;23.66;17.41;10.16;—;11.60;9.69;12.46;15.08;15.47;35.30;13.82;—
Enterprise Value/EBITDA;9.46;15.34;12.96;8.27;69.73;9.54;7.89;9.35;10.80;10.71;19.49;9.95;—
