Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;3.13;3.80;2.58;3.05;—;3.01
Price/Earnings;—;—;—;—;—;—;—;14.19;13.81;9.23;12.73;—;25.53
Price/Cash Flow;—;—;—;—;—;—;—;7.28;8.87;5.70;6.81;—;17.03
Price/Book;—;—;—;—;—;—;—;2.89;3.41;2.56;2.87;—;4.19
Price/Forward Earnings;—;—;—;—;—;—;—;9.96;12.29;10.21;12.94;—;—
PEG Ratio;—;—;—;—;—;—;—;1.06;1.59;1.75;2.59;—;—
Earnings Yield %;—;—;—;—;—;—;—;7.05;7.24;10.83;7.86;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;226.62;273.64;220.68;242.64;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;9.36;12.36;8.41;10.53;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;6.88;8.42;5.74;6.90;—;—
