Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.74;3.78;5.92;7.27;8.03;9.18;10.89;9.24;13.15;22.00;19.06;12.59;3.07
Price/Earnings;36.76;51.81;86.65;57.84;75.85;73.81;69.79;57.27;77.74;111.32;102.26;76.68;25.84
Price/Cash Flow;13.23;32.42;31.63;23.39;39.22;33.77;43.49;35.04;39.83;68.71;60.62;44.01;17.36
Price/Book;2.15;3.08;4.18;5.65;7.14;8.03;9.25;8.10;10.57;18.13;16.85;10.62;4.27
Price/Forward Earnings;20.16;24.04;26.74;26.25;27.86;27.70;30.58;25.97;37.17;65.79;59.52;39.49;—
PEG Ratio;0.93;1.20;1.34;1.05;1.12;1.11;1.22;1.04;1.63;2.85;2.63;1.69;—
Earnings Yield %;2.72;1.93;1.15;1.73;1.32;1.35;1.43;1.75;1.29;0.90;0.98;1.35;—
Enterprise Value (Bil);0.35;0.63;1.12;1.70;2.30;3.07;4.37;4.59;7.35;16.03;16.58;6.96;—
Enterprise Value/EBIT;23.80;44.24;81.36;65.08;58.61;62.63;61.92;42.80;68.79;102.19;91.59;66.53;—
Enterprise Value/EBITDA;14.75;26.80;44.51;43.60;43.26;48.85;50.34;38.16;60.78;91.75;82.32;59.27;—
