Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.27;2.07;4.22;3.70;2.86;4.07;5.95;5.27;7.33;11.93;12.70;7.05;3.07
Price/Earnings;60.29;232.69;86.45;27.47;26.79;30.96;35.77;27.48;39.25;58.14;64.54;38.95;25.84
Price/Cash Flow;12.74;10.51;25.53;38.25;47.75;14.56;33.88;28.22;43.39;139.53;76.64;43.90;17.36
Price/Book;3.24;6.74;14.19;12.73;10.89;15.71;15.08;10.58;12.36;17.82;19.81;14.47;4.27
Price/Forward Earnings;17.92;434.78;35.97;42.55;20.04;23.75;30.49;22.32;29.94;45.05;52.63;32.93;—
PEG Ratio;0.54;9.68;1.68;1.99;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.66;0.43;1.16;3.64;3.73;3.23;2.80;3.64;2.55;1.72;1.55;2.75;—
Enterprise Value (Bil);0.39;0.64;1.31;1.36;1.22;1.87;3.16;3.37;5.14;9.71;11.85;4.87;—
Enterprise Value/EBIT;19.64;50.19;76.49;21.49;16.76;19.19;23.12;19.84;29.53;43.81;48.77;27.96;—
Enterprise Value/EBITDA;9.91;21.43;38.92;17.32;13.95;16.73;20.75;17.94;27.35;40.86;44.97;25.49;—
