Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.29;0.37;0.46;0.61;0.73;1.00;1.19;1.08;1.51;1.45;1.39;1.20;3.07
Price/Earnings;8.38;10.09;13.99;—;21.91;28.36;33.02;15.90;34.28;27.88;28.51;26.09;25.84
Price/Cash Flow;3.38;7.59;10.67;6.54;9.16;17.81;15.31;15.76;13.80;17.55;18.01;15.78;17.36
Price/Book;1.08;0.82;0.92;0.99;0.97;1.33;1.55;1.50;2.21;2.32;2.21;1.71;4.27
Price/Forward Earnings;8.33;7.42;11.63;18.76;20.88;27.47;—;23.36;30.58;27.86;26.39;26.74;—
PEG Ratio;1.26;3.71;5.82;9.39;—;—;—;—;—;—;—;—;—
Earnings Yield %;11.94;9.91;7.15;-2.94;4.56;3.53;3.03;6.29;2.92;3.59;3.51;3.99;—
Enterprise Value (Bil);1.17;1.03;1.05;1.08;1.10;1.56;1.81;2.06;3.33;3.61;3.65;2.44;—
Enterprise Value/EBIT;4.94;5.99;7.27;—;12.54;16.81;19.23;18.75;25.75;23.15;22.58;20.37;—
Enterprise Value/EBITDA;4.28;4.58;5.99;152.39;9.35;12.64;14.46;12.86;18.36;16.15;15.54;14.60;—
