Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.74;0.93;1.31;1.09;0.90;1.20;1.26;0.75;0.91;0.99;1.12;1.00;3.01
Price/Earnings;12.91;25.99;26.96;37.42;25.50;22.47;26.41;18.16;19.17;23.48;20.98;22.13;25.53
Price/Cash Flow;11.24;18.60;22.39;73.77;9.60;12.17;23.02;12.53;8.72;9.00;11.22;13.09;17.03
Price/Book;1.62;2.23;3.11;2.36;2.02;2.53;2.63;1.92;2.25;2.05;2.14;2.25;4.19
Price/Forward Earnings;11.36;11.49;16.16;14.33;13.51;17.24;17.09;10.94;14.68;16.08;—;16.05;—
PEG Ratio;1.51;2.87;2.31;2.05;—;—;—;0.59;1.43;2.06;—;—;—
Earnings Yield %;7.75;3.85;3.71;2.67;3.92;4.45;3.79;5.51;5.22;4.26;4.77;4.78;—
Enterprise Value (Bil);1.22;2.06;2.95;2.73;2.47;3.00;3.39;4.38;4.62;4.49;4.99;4.06;—
Enterprise Value/EBIT;9.69;18.82;19.64;25.40;17.66;16.12;20.00;23.94;16.38;19.56;17.33;20.29;—
Enterprise Value/EBITDA;7.30;12.34;13.87;15.56;11.54;11.41;13.59;13.69;10.88;12.21;11.61;12.94;—
