Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.62;1.49;1.48;1.58;1.51;1.40;1.65;1.14;1.48;1.60;1.78;1.54;3.07
Price/Earnings;17.19;14.46;15.03;18.07;26.76;20.38;22.25;8.99;22.23;23.61;10.31;21.70;25.84
Price/Cash Flow;10.60;10.03;10.37;12.12;14.67;12.01;12.35;9.70;12.35;10.33;8.85;11.92;17.36
Price/Book;3.31;3.00;3.05;3.29;2.55;2.39;2.65;1.72;2.27;2.41;2.71;2.44;4.27
Price/Forward Earnings;12.48;12.17;12.84;14.88;14.49;13.35;15.53;11.22;13.99;11.98;12.67;14.47;—
PEG Ratio;1.05;0.82;1.63;1.64;2.22;1.44;1.44;1.53;2.52;1.88;—;1.98;—
Earnings Yield %;5.82;6.92;6.65;5.53;3.74;4.91;4.50;11.13;4.50;4.23;9.70;5.51;—
Enterprise Value (Bil);10.42;10.29;10.32;11.57;18.49;18.83;23.05;18.07;23.52;25.86;31.63;23.08;—
Enterprise Value/EBIT;11.06;9.90;10.19;12.37;18.80;15.22;17.16;11.08;18.65;17.33;8.53;16.84;—
Enterprise Value/EBITDA;8.92;8.11;8.31;9.83;13.29;10.92;12.38;8.25;12.92;12.38;7.23;11.79;—
