Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.54;0.56;0.49;0.62;0.40;0.66;0.80;1.21;1.69;1.84;2.19;1.32;3.01
Price/Earnings;—;—;—;—;—;—;—;38.84;—;—;40.32;—;25.53
Price/Cash Flow;—;—;—;31.45;—;41.00;18.14;—;—;—;42.81;92.81;17.03
Price/Book;1.97;1.34;1.15;1.39;0.92;1.48;1.78;1.86;2.23;2.75;3.31;2.23;4.19
Price/Forward Earnings;—;-196.08;-23.87;94.34;—;—;—;—;—;23.36;13.50;—;—
PEG Ratio;—;—;—;4.73;—;—;—;—;—;—;—;—;—
Earnings Yield %;-23.29;-3.03;-11.50;-3.17;-16.81;-7.06;-2.48;2.58;-3.54;-7.21;-2.85;-3.46;—
Enterprise Value (Mil);23.72;21.06;17.07;21.71;13.24;23.40;28.19;45.79;67.89;127.56;149.90;64.07;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;28.84;11,314.19;—;79.02;281.19;—
Enterprise Value/EBITDA;—;148.31;—;529.43;—;—;111.86;22.69;103.48;937.95;24.01;475.81;—
