Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.61;0.74;0.99;0.98;0.93;1.10;1.20;1.63;2.10;2.04;2.00;1.69;2.06
Price/Earnings;—;71.76;37.42;32.40;37.63;71.68;24.26;34.37;29.81;35.08;34.32;36.27;31.62
Price/Cash Flow;20.83;8.39;17.41;14.32;21.02;15.05;14.00;16.91;20.43;17.07;13.82;16.88;17.41
Price/Book;1.17;1.63;2.29;2.02;1.92;2.30;2.56;2.42;3.26;3.62;3.22;2.78;2.50
Price/Forward Earnings;12.85;14.08;17.48;15.46;—;16.58;15.11;16.72;21.88;23.04;23.75;19.90;—
PEG Ratio;1.74;9.32;0.62;3.67;—;0.64;2.89;14.54;1.58;2.47;2.55;5.72;—
Earnings Yield %;-4.24;1.41;2.67;3.09;—;1.40;4.12;2.91;3.35;2.85;2.91;3.06;—
Enterprise Value (Bil);16.49;18.90;27.01;24.55;—;30.61;33.30;31.59;43.04;44.63;40.92;36.48;—
Enterprise Value/EBIT;43.29;16.63;17.11;18.97;—;23.56;16.54;18.13;24.86;28.41;25.87;22.13;—
Enterprise Value/EBITDA;9.22;7.36;9.18;9.39;—;11.92;16.54;18.13;24.86;28.41;25.87;16.65;—
